"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ABSLFC","FC"
"ENSMUSG00000027068",19.3244585499521,-0.795373227456,0.237357869541944,-3.3509452582757,0.000805362211176328,0.0452966985555249,0.795373227456,-1.7355262995919
"ENSMUSG00000029998",37.8203181511503,-0.660152615508459,0.197504748441136,-3.34246452664508,0.00083037968163603,0.0452966985555249,0.660152615508459,-1.5802497816232
"ENSMUSG00000031328",2466.30401753137,-0.592534348674352,0.17648462778313,-3.35742753415598,0.000786713624761976,0.0452966985555249,0.592534348674352,-1.50789330309763
"ENSMUSG00000045328",45.2536969313557,0.745744001420786,0.221887855641783,3.36090499078381,0.000776875439287052,0.0452966985555249,0.745744001420786,1.6768387963352
"ENSMUSG00000054855",31.0240630166968,0.73906937131676,0.220854113986297,3.34641432743525,0.000818639724640206,0.0452966985555249,0.73906937131676,1.66909881821785
"ENSMUSG00000055835",13.6097072241055,0.828921712740494,0.247376203808371,3.35085469005991,0.000805625644934381,0.0452966985555249,0.828921712740494,1.77635719576878
"ENSMUSG00000068566",131.038687143221,-0.638526283681744,0.191063131116875,-3.34196493038288,0.000831875703364792,0.0452966985555249,0.638526283681744,-1.55673813523928
"ENSMUSG00000056413",63.6230773058666,-0.689825620562599,0.206747542733219,-3.336560190477,0.00084822059460569,0.0457177983427575,0.689825620562599,-1.61308853165692
"ENSMUSG00000003518",69.9361364717303,-0.694469315534036,0.208346163677466,-3.3332474343474,0.000858385664733649,0.0460320150916257,0.694469315534036,-1.61828904820331
"ENSMUSG00000052160",238.863200206934,-0.839229418695544,0.251891492906602,-3.33171005106838,0.000863141343520137,0.0460544461582755,0.839229418695544,-1.78909428436803
"ENSMUSG00000026358",10.4429538454545,1.1594693640751,0.348858227494693,3.32361192224638,0.000888597577309974,0.0461310267878354,1.1594693640751,2.23375253120381
